382.7,8031
382.6,8146
382.5,8214
382.4,8405
382.3,8515
382.2,8844
382.1,9186
382,9347
381.9,9916
381.8,10428
381.7,11116
381.6,11697
381.5,12768
381.4,13761
381.3,15193
381.2,16742
381.1,19104
381,21922
380.9,25685
380.8,29699
380.7,34704
380.6,40006
380.5,45288
380.4,50985
380.3,55751
380.2,58851
380.1,60462
380,60122
379.9,58717
379.8,56289
379.7,51486
379.6,47257
379.5,42271
379.4,37222
379.3,32435
379.2,28008
379.1,24177
379,21050
378.9,18346
378.8,16078
378.7,14371
378.6,12524
378.5,11006
378.4,9421
378.3,8386
378.2,7269
378.1,6157
378,5420
377.9,4462
377.8,3657
377.7,3207
377.6,2825
377.5,2541
377.4,2323
377.3,2164
377.2,1986
377.1,1959
377,1923
376.9,1843
376.8,1771
376.7,1775
376.6,1689
376.5,1691
376.4,1724
376.3,1602
376.2,1616
376.1,1576
376,1606
375.9,1537
375.8,1552
375.7,1529
375.6,1485
375.5,1565
375.4,1496
375.3,1500
375.2,1513
375.1,1516
375,1433
374.9,1487
374.8,1495
374.7,1429
374.6,1376
374.5,1498
374.4,1395
374.3,1459
374.2,1350
374.1,1323
374,1427
373.9,1375
373.8,1449
373.7,1395
373.6,1429
373.5,1383
373.4,1395
373.3,1434
373.2,1426
373.1,1334
373,1393
372.9,1385
372.8,1343
372.7,1360
372.6,1340
372.5,1362
372.4,1366
372.3,1313
372.2,1408
372.1,1310
372,1346
371.9,1316
371.8,1365
371.7,1335
371.6,1371
371.5,1342
371.4,1346
371.3,1308
371.2,1295
371.1,1369
371,1394
370.9,1361
370.8,1408
370.7,1301
370.6,1320
370.5,1308
370.4,1335
370.3,1295
370.2,1257
370.1,1345
370,1341
369.9,1350
369.8,1316
369.7,1347
369.6,1228
369.5,1373
369.4,1315
369.3,1373
369.2,1322
369.1,1262
369,1216
368.9,1299
368.8,1344
368.7,1331
368.6,1327
368.5,1309
368.4,1315
368.3,1251
368.2,1262
368.1,1265
368,1276
367.9,1325
367.8,1338
367.7,1304
367.6,1297
367.5,1311
367.4,1321
367.3,1313
367.2,1237
367.1,1252
367,1271
366.9,1275
366.8,1315
366.7,1286
366.6,1260
366.5,1279
366.4,1260
366.3,1306
366.2,1329
366.1,1306
366,1331
365.9,1357
365.8,1298
365.7,1278
365.6,1339
365.5,1304
365.4,1326
365.3,1222
365.2,1348
365.1,1336
365,1300
364.9,1290
364.8,1258
364.7,1353
364.6,1345
364.5,1278
364.4,1349
364.3,1344
364.2,1235
364.1,1348
364,1256
363.9,1371
363.8,1293
363.7,1285
363.6,1267
363.5,1317
363.4,1282
363.3,1337
363.2,1311
363.1,1305
363,1339
362.9,1321
362.8,1239
362.7,1265
362.6,1293
362.5,1271
362.4,1296
362.3,1273
362.2,1230
362.1,1297
362,1302
361.9,1302
361.8,1286
361.7,1300
361.6,1257
361.5,1335
361.4,1354
361.3,1287
361.2,1295
361.1,1323
361,1377
360.9,1289
360.8,1352
360.7,1276
360.6,1255
360.5,1270
360.4,1293
360.3,1348
360.2,1311
360.1,1292
360,1310
